sbsconfig,runnum,target,sbsmagcurr(A),bbmagcurr(A),ebeam_mean(GeV),ebeam_std(GeV),totcharge(C),tdc_timestamp,tdc_calibration_constant,adct_timestamp,hcal_energy_timestamp
9,13694,ld2,1470,750,4.02671144033058,6.58771564770526E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13695,ld2,1470,750,4.02673524016667,4.70302538874987E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13698,ld2,1470,750,4.026634478,9.63758745835784E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13699,ld2,1470,750,4.02663416306757,9.59194428070069E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13700,ld2,1470,750,4.0266116141791,0.000108120822073,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13710,ld2,1470,750,4.02683816513513,6.29439848072329E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13711,ld2,1470,750,4.02685459716667,6.34485041719155E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13712,ld2,1470,750,4.02685559896403,9.06206417482847E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13714,ld2,1470,750,4.02690869065574,7.72570989831996E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13715,ld2,1470,750,4.02694398527316,8.77015948517178E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13716,ld2,1470,750,4.02696397266212,0.00012891929041,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13717,ld2,1470,750,4.02696691236052,0.000149564393775,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13721,ld2,1470,750,4.02692947869141,0.000105011814611,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13723,ld2,1470,750,4.02699535646535,0.000140735762778,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13724,ld2,1470,750,4.02707743988571,0.00020774646141,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13727,ld2,1470,750,4.02701930419806,0.000178517353114,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13728,ld2,1470,750,4.02701074638372,0.000119421650674,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13729,ld2,1470,750,4.02697779997096,0.00020136173033,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13731,ld2,1470,750,4.02700756751264,0.000190461503292,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13732,ld2,1470,750,4.02692376100156,0.000226112836381,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13734,ld2,1470,750,4.02700425521691,0.000131669268948,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13736,ld2,1470,750,4.02700158940063,0.000127279595692,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13737,ld2,1470,750,4.02683695744928,0.000367477561679,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13746,ld2,1470,750,4.02643745574944,0.000718598753781,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13748,ld2,1470,750,4.02670321457879,0.000568860149322,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13749,ld2,1470,750,4.02674539906626,0.000504612028414,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13753,ld2,1470,750,4.0264158746086,0.000740032050981,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13754,ld2,1470,750,4.02565078034654,0.000597219582051,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13755,ld2,1470,750,4.026708502,0.000625302124365,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13756,ld2,1470,750,4.02651166565217,0.000706460918509,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13757,ld2,1470,750,4.02699108875,4.78750857781613E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13758,ld2,1470,750,4.02700153666667,3.44680826821108E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13760,ld2,1470,750,4.026980808,1.72895456439527E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13761,ld2,1470,750,4.02702360266667,2.78235130440369E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13764,ld2,1470,750,4.02675900287449,0.00057132838942,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13765,ld2,1470,750,4.026865345,0.000448375375404,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13766,ld2,1470,750,4.02694396186147,0.000306427554709,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13767,ld2,1470,750,4.02682221737209,0.000533405846195,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13770,ld2,1470,750,4.02683335456612,0.000491992907349,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13771,ld2,1470,750,4.02696531211009,0.00022567225458,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13773,ld2,1470,750,4.0265566135473,0.000730366348924,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13775,ld2,1470,750,4.02605633568238,0.000819384873752,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13776,ld2,1470,750,4.02689743493294,0.000466585224936,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13777,ld2,1470,750,4.02679443535934,0.000553193210757,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13778,ld2,1470,750,4.02680127706653,0.000537731546149,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13779,ld2,1470,750,4.02679502074795,0.000534558417822,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13793,ld2,1470,750,4.02657953263006,0.000702876125698,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13797,ld2,1470,750,4.02694580796512,0.000260784008781,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13798,ld2,1470,750,4.02695758256881,0.000282505384027,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13799,ld2,1470,750,4.02662034370297,0.000677046094075,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
